"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Pigb",450,466,523,782,388,655,641,791,705,1158
"Arpp19",3135,4385,4348,4818,5189,4014,3700,3805,4885,5619
"Mapk6",2877,2069,1894,1933,1795,2505,2329,2431,1246,2410
"Leo1",1191,1711,1828,1682,1882,1584,731,1479,1743,1394
"Tmod3",14943,16876,16943,20020,20696,12613,11804,13718,14843,16976
"Gclc",4233,4998,684,956,678,1799,3546,3024,1561,581
"Elovl5",8395,9996,9083,13964,10467,9180,8618,11205,12200,12012
"Fbxo9",2815,3653,4380,4512,4677,2927,2750,3391,3697,4358
"C920006O11Rik",0,76,79,161,93,284,197,164,23,145
"Eef1a1",246812,317368,183539,156310,138266,195378,236303,309911,183994,212817
"Mto1",1279,1783,2028,1886,2185,2066,1404,1631,1421,2296
"Cox7a2",5137,4418,5207,5303,5039,5549,5380,5341,6949,7154
"Tmem30a",7870,9758,7203,12982,12516,10971,10733,9872,10094,10984
"Rwdd2a",40,139,120,204,440,136,104,72,54,114
"Pgm3",196,847,539,481,607,669,659,819,774,568
"Snx14",2747,2921,2710,3554,4609,2601,2747,2736,2799,4410
"Snhg5",1463,1287,1328,987,886,1229,1105,1428,920,949
"Zfp949",763,735,855,1522,625,507,902,497,1086,901
"Bcl2a1d",1619,1085,1431,2335,2609,1422,1367,769,2026,1572
"Mthfsl",1570,1760,1790,1973,2460,2068,1974,2034,3123,2213
"Bcl2a1a",1080,587,944,381,597,1295,1150,321,1103,372
"Bcl2a1b",3856,2565,4360,4612,4976,4230,3851,3428,5898,5040
"Tmed3",2389,2114,3583,2544,3065,4136,3668,2891,5110,3904
"Morf4l1",8783,10643,7018,7804,6926,8672,9122,9933,11146,9389
"Ctsh",16140,12805,20578,3460,3918,12556,10917,3623,8893,2889
"Tbc1d2b",2706,3141,1570,1942,1916,3307,4115,2824,1086,1536
"Plscr1",574,835,1011,1390,1379,1288,1150,1018,1642,1205
"U2surp",3643,6051,4932,6916,5780,6174,5740,5476,6340,6627
"Paqr9",464,410,402,30,140,708,672,162,474,210
"Rnf7",3436,2402,2954,3018,4128,3715,3342,3246,4978,4392
"Slc25a36",2302,2179,1316,1851,1218,5085,4555,5206,4667,3801
"4930579K19Rik",0,18,70,66,38,16,50,29,84,38
"Mrps22",702,682,700,713,497,728,782,909,670,972
"Faim",1669,1688,2426,2894,3048,2148,2172,2009,3062,3086
"Dbr1",1728,1230,1158,2338,2010,1266,1542,1852,1769,2761
"Msl2",2158,2863,1492,2032,1310,2089,2940,4795,1485,2201
"Cep63",1931,1649,1865,2277,2162,1350,1441,1508,2268,1989
"Trf",44145,36571,50867,17606,27511,72536,72972,20718,57224,15018
"Srprb",3435,3787,4566,5881,4896,4946,3012,3613,4031,5638
"Cdv3",7512,4591,1737,3013,3040,3381,6210,6030,2130,2574
"Topbp1",2952,4288,1678,2673,1668,2831,3630,3732,929,1359
"Uba5",1889,2048,3928,3987,5011,3513,3666,4245,6046,3868
"Mrpl3",2256,2380,3001,3332,3154,2982,2895,2109,2810,3826
"Nudt16",1760,2343,2742,1842,2405,2120,1906,2031,2595,2213
"Aste1",835,1078,751,984,918,973,757,819,831,1068
"Glyctk",277,620,457,627,667,534,507,642,422,756
"Tlr9",58,184,142,0,0,22,26,24,6,2
"Wdr82",3456,4836,4294,5096,5408,4210,3610,4911,5679,5086
"Ppm1m",2979,3742,3021,1833,2038,1617,1808,1772,1795,2114
"Alas1",2521,1990,2974,2293,2011,2698,2095,1902,3484,2775
"Twf2",7771,10321,13091,12365,13920,8106,7101,7087,9372,13512
"Dusp7",669,1520,1084,1090,1249,1023,832,1568,1078,1078
"Parp3",1450,1996,2337,1322,1750,1604,1480,2082,2338,1622
"Rrp9",2112,3114,4107,3148,3489,2448,2509,3363,3191,5368
"Acy1",778,906,1247,1795,1075,855,626,836,934,1018
"Abhd14a",413,1028,957,1001,569,939,626,737,970,1526
"Pcbp4",198,187,189,120,190,145,334,160,212,339
"Abhd14b",538,782,1307,993,632,644,1098,656,891,462
"Tex264",1710,2156,2699,2755,2752,2860,2522,2475,2959,3347
"Rbm15b",577,1211,381,319,394,412,891,1482,232,477
"Manf",3417,4055,5147,4733,4137,5484,4285,4093,6121,6145
"Mapkapk3",2963,5154,6700,7982,8339,8811,7477,7662,11373,12866
"Hemk1",547,399,560,295,214,544,368,336,763,442
"Cish",400,805,1214,2025,1820,6903,5096,8019,10243,16946
"Hyal2",772,787,1086,774,668,756,871,762,784,1006
"Zmynd10",4,76,35,177,110,109,131,111,203,108
"Ifrd2",946,1400,1336,1064,695,956,1213,1281,708,667
"Rassf1",3234,3875,5277,6220,6518,3944,3315,3623,5122,5563
"Tmem115",1142,2931,3012,3014,4074,3010,2232,2221,2702,3970
"Cyb561d2",1903,2380,3172,2186,2470,1717,2052,2464,3014,2960
"Tusc2",3794,4167,5573,5795,6779,4625,3930,4701,5773,6835
"Nprl2",1292,3147,4150,4246,4084,2694,2427,3194,4377,5827
"Gnai2",27692,31159,28363,19777,25718,20857,23601,19429,23878,23439
"Uba7",7027,6479,9050,8192,6534,9301,8278,6973,5326,9017
"Mon1a",962,1751,1591,1471,1999,1078,1337,1014,756,2345
"Gmppb",1362,1424,1974,1879,1457,1253,1445,1249,1991,1998
"Mst1",86,322,88,257,108,180,284,264,437,286
"Rnf123",3285,6967,6474,5138,4825,6565,5299,5478,2842,7230
"Apeh",3926,5912,7266,5989,5851,4626,4235,4085,3943,7008
"Amigo3",220,185,57,116,103,91,83,134,0,144
"Dag1",1856,2070,1416,912,1330,954,1228,988,714,831
"Gpx1",48926,41756,63922,30710,30457,35294,36386,18215,39846,20972
"Tcta",788,1361,1643,1280,1422,1290,1718,868,1957,1080
"Usp4",8719,13609,11977,10407,11487,8657,8186,6798,8192,12081
"Nicn1",672,146,462,88,334,101,256,213,270,532
"Rhoa",24348,20606,23057,25784,27063,27078,26375,23641,26686,29494
"Qars",3930,6739,5214,3478,4406,4475,3810,5207,3085,5706
"Usp19",4888,8858,7102,5615,4904,5668,5777,5146,3315,5416
"Ccdc71",2600,1561,2245,2561,1820,1876,1634,2082,2347,2539
"Impdh2",3527,4369,5413,3707,3367,3538,3831,5314,5193,5048
"Dalrd3",1269,2239,2961,1458,1045,1580,1212,1494,1625,1571
"Wdr6",3517,4059,3606,2553,3285,2642,3401,2130,2653,4819
"Arih2",3512,5740,5636,7091,7080,4612,4590,4462,5202,6748
"Ndufaf3",644,1549,2066,1748,1638,1456,1485,1607,1919,2588
"Prkar2a",901,1593,459,1120,656,648,1566,2017,867,956
"Slc25a20",1916,1819,2145,2561,2441,2153,2280,1682,2967,3218
"Nckipsd",1841,1446,1168,869,744,754,815,285,854,643
"Uqcrc1",11505,14393,20025,16352,18537,12967,13551,11999,20105,24247
"Pfkfb4",2392,1002,1620,474,433,1130,1541,656,291,442
"Atrip",1306,1191,1386,1189,2422,1043,1118,1111,1464,1329
"Tma7",7010,6650,6960,8093,8371,7088,7431,7637,10482,10354
"Trex1",5030,4332,6778,6575,7837,8901,7697,5530,10417,10866
"Ccdc51",301,777,1041,346,991,326,667,738,938,1144
"Cdc25a",628,1045,908,916,683,531,701,1012,727,634
"Camp",1337,2335,609,488,0,578,195,86,72,34
"Mir6236",13570,40154,5258,2232,2114,3948,9338,13431,2066,2808
"Elp6",156,747,856,475,387,376,360,431,434,805
"Ngp",12289,10103,3413,3577,22,3941,1943,1656,226,384
"Klhl18",1667,1779,977,612,662,1231,1422,1025,273,611
"Setd2",5731,4598,1987,2653,1898,3815,2654,4491,923,1034
"Nradd",22,230,56,247,239,80,85,237,90,96
"Nbeal2",4641,11433,5512,8700,8322,10105,10753,11350,3896,6205
"Ccdc12",4537,5896,8468,6447,6800,5780,5572,5724,8540,7378
"Ccrl2",272,480,646,470,362,919,904,761,518,745
"Ltf",6334,7559,2901,1569,4,2998,860,878,386,574
"Mlh1",784,2494,1837,2032,1457,1498,1974,2599,1979,2579
"Epm2aip1",1622,963,894,714,682,958,992,1184,1428,988
"Pdcd6ip",10656,13990,13074,18949,18015,27831,25744,27637,31312,36385
"Ubp1",4643,4572,2178,2582,1698,2316,3536,4127,2571,1185
"Crtap",972,839,1563,1129,921,1168,937,797,2068,449
"Tmppe",1905,2355,2432,2092,2417,1327,1817,1771,1255,2171
"Cnot10",2733,3080,3749,2877,4043,1815,1961,2660,3184,3528
"Cmtm6",14630,15626,19555,20927,22080,16891,12918,13395,20795,28317
"Cmtm7",5482,6318,10660,5445,8010,4743,4640,4765,6127,6533
"Dync1li1",2916,3353,3643,4691,4218,2989,3675,2588,3852,4130
"Gpd1l",5026,7205,7204,4872,5962,4226,3438,3246,4032,5087
"Stt3b",10617,9644,11313,4890,6163,6395,6089,6491,4870,5180
"Azi2",6335,6124,5935,12345,11273,9965,9089,7599,8373,9763
"Eomes",1506,3678,2780,2929,2181,3430,3152,5570,2346,3566
"Golga4",3195,3784,2588,2663,2828,3488,3165,3750,2168,3036
"Vill",913,297,763,203,319,552,974,347,405,36
"Myd88",4817,5370,6860,6438,7488,8067,8273,6239,10370,11184
"Acaa1a",3899,4765,7734,4984,5875,5076,4746,4617,6017,6743
"Exog",1292,1548,959,1508,1406,1077,756,670,1830,1585
"Wdr48",1828,2668,3035,3551,3734,3350,2954,2791,2493,4155
"Csrnp1",1946,951,1393,845,1139,1048,1199,979,550,1250
"Slc25a38",1955,2188,2459,1982,2455,1420,1009,1311,1863,2128
"Rpsa",77010,158086,66547,40254,36937,52796,67969,96885,56352,62535
"Snora62",0,21,9,0,0,25,8,19,0,20
"Eif1b",3304,2874,3478,2887,3065,2710,2676,2588,3547,3991
"Rpl14",33364,46448,34615,30021,27839,32128,33886,46570,43715,48466
"5830454E08Rik",122,164,188,173,84,106,80,80,208,170
"Ctnnb1",6331,5895,9039,9076,10311,8365,5867,6065,8080,7740
"Sec22c",999,1326,903,1009,1792,1125,1112,824,1563,901
"Vipr1",1316,2148,1346,742,700,968,731,1349,362,446
"Ss18l2",689,808,694,593,665,573,908,840,637,640
"Nktr",2927,2708,2187,2954,2360,2882,2474,2642,2046,2689
"Higd1a",2658,3352,3451,4500,4477,3528,2986,3881,4880,5189
"Ackr2",566,370,488,176,0,4,141,52,0,0
"Abhd5",490,1131,1003,1673,1672,1352,1192,1349,2018,1629
"Zkscan7",71,137,176,241,54,249,159,227,278,414
"Zfp445",3691,3990,3141,3978,4217,2966,3572,4002,2049,2886
"Tmem42",611,1204,1445,1178,916,443,879,827,1430,877
"Exosc7",2217,3690,4142,3224,4088,2825,2168,2866,5017,4329
"Tmem158",42,32,0,0,2,34,60,26,0,0
"Lars2",327684,563581,103822,79046,79249,112128,221576,307114,95956,109528
"Sacm1l",4083,7242,4154,8016,8980,7012,6185,6740,6502,6330
"Limd1",8310,13158,12462,12873,11503,7174,7729,8278,6259,10019
"Lztfl1",646,493,775,657,1201,754,573,886,929,908
"Xcr1",571,798,929,1245,915,546,523,146,347,543
"Cxcr6",9785,30586,32536,70148,79249,39232,32563,43285,55025,63355
"Fyco1",1167,2067,1573,2636,2797,2486,1936,1866,1298,1423
"Ccr1",1292,221,518,74,80,1767,1679,494,302,228
"Ccr2",5460,6837,8057,17768,16534,8767,8481,11476,15472,13506
"Ccr3",6710,2481,5500,2387,3691,14993,14421,5010,11297,3134
"2010315B03Rik",871,950,1039,1085,914,1569,1112,1471,2008,1408
"Ppp2r3d",204,80,86,32,18,20,74,50,38,24
"Eif1ax",2141,2236,2026,2903,2942,1898,2264,2459,3811,3183
"Gnl3l",1938,1590,2440,1870,2132,2734,2665,2908,1575,2905
"Cybb",25244,13251,12166,3354,4657,12105,10354,3746,8110,2910
"Slc9a6",663,706,960,2288,1782,618,1042,1040,959,956
"Ikbkg",4944,4688,4891,3716,4757,3805,3994,4302,4721,5599
"Atrx",7301,6130,3889,5703,6445,5652,6355,6233,5985,4719
"Smc1a",7988,7644,8108,9057,9306,6773,6754,7356,8009,8510
"Otud5",5835,5743,4438,5698,5247,5138,5789,5449,3180,4956
"Wdr13",1093,1631,849,1064,1405,1266,1445,1782,1864,822
"Ccdc22",889,688,1482,642,1104,883,809,560,530,846
"Med14",3783,2878,2048,2790,2086,3157,2517,3091,1424,2100
"Usp9x",4016,3976,1006,2545,1720,4383,5111,4200,557,2047
"Mir3473a",0,2,2,4,1,3,6,2,0,6
"Fundc1",3498,3130,2681,3541,2861,4831,3880,3686,4588,3622
"Kdm6a",3836,4032,2959,5134,3763,3618,3715,3538,2127,3690
"Usp11",2810,2519,2919,2571,3040,1768,2176,2414,2684,3166
"Dock11",10943,13219,8273,14377,12674,11625,13378,13089,3776,8083
"Upf3b",712,1101,979,1106,775,1441,929,1055,1139,1081
"Lamp2",8164,6576,6888,3670,3912,9625,9965,6424,5998,5035
"Cul4b",1873,2559,913,1767,1824,2047,2287,2857,1144,2266
"Thoc2",7262,4136,3556,4457,6158,5571,4988,3914,4795,4852
"Stag2",9217,9090,6680,10908,8801,7358,9866,8609,6569,9453
"Xiap",1368,1593,817,1125,1254,1855,2154,1553,628,551
"Aifm1",1548,2442,2742,1838,2898,2077,2508,2061,3223,3206
"Stk26",2074,3819,2752,6823,7891,3534,2687,3710,2912,4793
"Phf6",3410,4013,3823,3330,4187,2992,3682,3502,3653,3083
"Mospd1",1307,1351,1237,2002,2474,1344,858,1151,1564,1401
"Ints6l",990,1582,1541,2208,2054,1163,1086,1303,976,1113
"Arhgef6",7831,10520,9319,13579,13265,10264,9985,10983,10957,12382
"Fmr1",2211,2584,1355,1676,1409,1717,2762,2438,1481,1532
"Renbp",810,976,1531,612,752,2415,2821,668,2466,580
"Fam50a",2493,3208,4060,3200,3575,2792,2818,3133,3817,3840
"Dkc1",4575,6676,6518,6770,5543,5746,5492,8869,6442,8079
"Zfx",3495,2991,2274,3189,2209,2907,3506,2694,2052,2823
"Las1l",4226,3627,5070,5424,4618,3456,4280,3741,5861,6581
"Taf1",1454,2618,1346,2794,2148,2034,2434,2264,1369,1653
"Apool",677,1075,1033,934,1078,1474,822,1172,1968,1812
"Cstf2",2413,3822,3503,4120,3791,2912,3203,3312,3432,4174
"Zmat1",457,752,1226,958,843,848,741,776,1019,516
"Gprasp1",1493,1159,1453,1504,1716,977,948,1198,879,1666
"Acsl4",2462,2955,1644,3646,5289,3893,3936,4218,2734,2943
"Huwe1",6442,6723,2887,2519,1767,3427,4683,7883,2840,2278
"Kantr",790,1220,464,1504,954,929,831,1123,761,1279
"Sh3kbp1",16368,19093,20853,32249,35183,17685,15774,17335,18993,31300
"Ctps2",3935,6449,6208,7628,8360,5516,4424,5104,9021,8839
"Rab9",1104,1315,951,1236,1178,1273,1351,1270,1606,979
"Prps2",3561,4274,3830,4619,3820,6697,6060,7666,8827,7733
"Tlr8",1316,644,562,397,176,2131,2079,934,921,718
"Foxp3",817,163,200,132,29,84,29,42,78,34
"Prickle3",732,1336,994,776,733,518,783,912,383,560
"Wdr45",1577,2129,2514,2434,2735,1700,1639,1548,2770,3075
"Praf2",894,1504,1773,1801,2045,1247,1260,1116,2328,2188
"Plp2",1710,1723,2436,1387,1664,1588,1253,1378,1942,1660
"Gpkow",7455,5542,4883,6891,5098,4595,4164,4863,5617,5610
"Tfe3",2103,2278,2494,1837,1929,2280,2587,1736,2012,1552
"Gripap1",3881,4250,4462,3661,3118,3149,2380,2948,2483,2963
"Hdac6",296,946,1044,840,1082,296,661,508,720,892
"Pqbp1",2876,4621,7728,4762,4972,3601,2764,2937,5653,7049
"Timm17b",2556,3128,3980,2494,3409,1908,2069,2466,3323,3440
"Slc35a2",705,524,605,1038,815,576,837,867,578,726
"Gata1",465,523,357,291,0,0,0,110,0,0
"Pim2",3460,5903,8118,5770,5915,11942,12085,12779,14990,17795
"Suv39h1",1893,2315,2749,3023,2873,1268,1951,2022,2024,1940
"Was",2927,2233,1227,1131,1461,1483,2397,2158,1049,1313
"Rbm3",5745,7316,7267,7900,6927,9502,9289,9152,13336,10426
"Tbc1d25",2005,1213,1632,1226,2059,919,1317,1070,1249,1459
"Ftsj1",812,1657,1060,1295,1257,564,927,1058,1649,1867
"Ebp",2636,3435,4543,4670,5050,4243,3871,4410,5502,6323
"Rbm3os",127,64,55,23,75,70,144,60,62,20
"Slc38a5",454,415,369,298,308,0,0,0,0,0
"B630019K06Rik",82,106,6,12,0,16,14,0,0,0
"Dynlt3",2818,1936,2405,1604,2343,3134,2656,1274,2212,1548
"Mid1ip1",1321,1742,2535,2440,2558,1542,1519,1184,1868,3128
"Atp6ap2",6895,6123,6458,6276,6845,9377,8380,6163,8236,5808
"1810030O07Rik",4987,5897,6097,6533,6239,5095,5261,4775,5645,7725
"AA414768",36,122,116,244,192,66,86,62,0,34
"Ddx3x",7142,6727,4510,5134,5237,4816,6439,5826,4105,5100
"Gpr34",2521,923,949,915,603,1886,2429,770,1323,497
"Gpr82",374,113,26,21,38,2,2,25,0,0
"Rp2",3886,2866,2696,2148,2198,3809,3989,1867,2321,1462
"Uba1",13809,18864,19056,21270,20902,17959,16269,18435,18707,24504
"Rbm10",3102,5625,6173,5401,4966,3057,3300,3788,3712,5994
"Ndufb11",4205,5498,6168,5930,6643,5292,5756,5864,8161,8721
"Cdk16",2280,2918,2916,2745,2253,2652,2872,2290,1488,2226
"Elk1",599,480,552,503,624,598,455,551,140,440
"Araf",6861,7836,9538,7188,8030,7576,7521,7156,9703,11339
"Uxt",551,555,830,940,690,636,730,637,963,1040
"Cfp",25001,15315,33184,9137,15860,44380,41516,12768,33769,10532
"Zfp300",0,54,194,207,205,236,99,194,394,311
"Zfp182",1123,512,691,949,1600,1051,1383,1209,1894,1124
"Il13ra1",3714,1100,1134,484,1412,1676,1855,1043,649,698
"Pgrmc1",2976,3446,4286,5837,5880,4628,4752,2848,7123,5394
"Slc25a5",33334,33898,38338,36155,35567,39007,39164,36378,52949,45224
"Ube2a",3342,3362,3707,5434,5609,3652,3586,3346,4713,4267
"C330007P06Rik",1470,2141,1996,2683,2509,2418,2171,2097,2429,3198
"Snora69",12,26,7,0,0,6,6,6,12,2
"Rpl39",17817,14102,6425,6176,4887,9190,14692,19827,7881,9347
"Ndufa1",4156,5391,6172,7119,6763,6292,6568,8156,9802,9930
"Nkap",1993,1608,1698,1331,1776,1682,1862,1347,928,2422
"Rnf113a1",351,212,329,426,369,558,572,422,859,864
"Zbtb33",201,100,88,83,240,133,135,302,38,152
"C1galt1c1",937,847,1334,1286,1672,1162,1060,1521,1432,1829
"Mcts1",2397,2035,2715,3105,3569,3685,3196,3947,4584,4766
"Sh2d1a",1502,2435,2689,4184,4079,2684,2310,3317,4265,5108
"Zdhhc9",2085,1593,993,1113,1182,1329,1308,1109,690,1271
"Sash3",21833,29559,40058,35060,36775,19636,18428,24161,26800,37872
"Utp14a",1467,1683,1340,1206,982,1538,1639,1684,1310,1242
"Elf4",5029,9093,5097,7417,7533,7347,7295,10294,2653,5996
"Rbmx2",260,662,643,662,502,479,798,1028,768,726
"Rap2c",2466,3410,2009,3436,4018,2936,3397,2848,2850,2286
"Hprt",6634,5834,7635,11390,11643,11058,9245,8587,14402,14242
"Fam122b",687,765,669,718,1392,809,566,724,1024,838
"Mmgt1",400,823,581,1053,1233,856,1130,230,909,924
"Htatsf1",3769,3853,4928,4618,4561,2564,3006,3636,4003,3614
"Cd40lg",975,301,515,827,398,374,200,182,419,495
"Rbmx",3254,3467,3002,4023,3014,2576,2512,3225,3149,3252
"Ids",4666,3520,2628,4450,4262,4215,5297,3228,2734,4172
"Tmem185a",736,1690,1520,1799,2170,1463,1650,1742,2016,2760
"Mtmr1",4661,4349,3110,5330,3750,5249,4516,3875,2662,4021
"Hmgb3",300,476,658,658,636,426,166,178,666,472
"Vma21",1250,1230,1334,2361,1794,2403,2277,2382,2107,1909
"Cetn2",2940,3996,3425,4887,4681,3833,2907,3062,5414,4969
"Nsdhl",248,590,922,1339,1092,1121,766,736,944,1567
"Xlr4a",951,888,652,1494,1131,1002,875,1259,1362,1813
"F8a",786,1135,1103,1340,1388,1164,1047,1322,874,1358
"Xlr4b",1230,1558,1172,2045,1542,1484,1635,1916,2519,2093
"Xlr3b",564,358,234,306,50,164,191,202,176,197
"Xlr4c",458,639,490,1072,742,739,630,784,615,1005
"Zfp275",921,894,712,956,1124,1046,1037,1336,508,804
"Haus7",1132,949,1504,1088,1270,743,802,655,1351,1101
"Idh3g",6616,6161,10223,7621,7430,5627,6490,7041,8666,8521
"Ssr4",5335,5898,6178,4920,4922,5823,6089,7134,7529,6805
"Bcap31",9894,11464,15051,16355,17132,12587,11266,11567,19031,19521
"Srpk3",3562,3284,5541,286,256,0,151,274,84,0
"Abcd1",3935,3888,4950,2930,3271,2390,2260,1771,1989,2560
"Arhgap4",8750,13327,14362,11031,9823,6995,8124,8075,6496,10360
"Avpr2",206,92,20,17,27,12,61,39,0,40
"Naa10",2990,3078,4363,3137,3529,3121,3131,3327,3541,5089
"L1cam",1418,776,786,1259,1680,1232,914,617,881,1596
"Irak1",8062,10188,7090,7064,4406,7278,8772,6618,4708,4201
"Hcfc1",7220,9656,4050,4060,3602,5955,6525,6034,2602,3949
"Taz",4972,5918,6805,5610,5887,5249,4887,4750,5269,6204
"Dnase1l1",1287,1137,1721,1648,944,1090,1446,1266,2372,1552
"Emd",2219,1556,1645,1605,2583,3004,2064,3695,3537,2360
"Atp6ap1",14781,13588,23296,14583,20862,15839,16526,10574,17418,16638
"Flna",54966,77731,59453,67924,73092,73669,71998,59565,37146,64811
"Gdi1",13014,11792,13870,11030,8933,8898,9790,9850,7527,10921
"Snora70",145,127,69,131,39,51,58,59,36,20
"Rpl10",40296,45195,19994,16171,14833,20981,29329,40503,21922,25825
"Ubl4a",1952,2397,1543,1529,2457,1250,1421,1268,1891,1329
"Slc10a3",1890,1512,1822,1604,2331,1913,1973,2247,2117,2715
"G6pdx",5349,4365,5518,5465,6438,8446,9940,3991,7965,6467
"Fam3a",902,1265,1520,825,1162,1227,866,764,1357,1144
"Lage3",605,774,1216,992,963,949,1099,936,1473,1371
"Gab3",1390,2173,3290,4567,5669,3450,3569,4708,7236,6330
"Mpp1",3875,4417,5064,3188,3245,3940,3826,2437,4627,2624
"Brcc3",2256,2741,2249,2747,2972,2985,2371,3108,2915,4110
"Mtcp1",269,152,69,221,93,100,111,199,37,101
"Cmc4",325,333,220,367,298,234,261,320,305,292
"Fundc2",2222,2016,1498,2390,1879,2559,2425,2962,2954,2813
"Vbp1",5520,6631,4796,8462,8540,5938,6258,6823,7191,9116
"Rab39b",0,18,116,0,28,12,86,154,218,242
"Prkx",3142,5042,3742,7461,7842,3109,3825,3364,4560,5435
"Pdk3",2924,2658,2582,2617,2588,2643,2909,2081,3200,3719
"Eif2s3x",1486,2358,1610,1785,2053,1645,1861,1939,1817,2069
"Mir7673",3,2,2,0,0,2,0,0,1,0
"Maged1",1577,401,1466,334,370,2309,1634,1112,2640,408
"Zxdb",66,252,154,197,360,166,328,402,424,154
"Zc4h2",148,258,394,532,344,76,262,112,534,304
"Msn",75105,97700,76941,94493,105713,96888,83967,86422,70664,111456
"F630028O10Rik",1345,64,195,39,24,510,967,306,154,83
"Yipf6",1339,2252,1976,2806,2552,3117,3083,2689,3677,2677
"Pja1",3114,4907,5824,6860,7134,3612,3632,3570,5592,5852
"Igbp1",1439,2182,1787,1305,1373,1550,1570,1837,1818,2153
"Pdzd11",854,1609,1610,1272,1314,1870,1337,1562,2735,1907
"Il2rg",50021,80899,96309,110726,113695,91209,77404,105174,122238,157471
"Med12",5226,6637,3402,3252,2999,4389,6151,4411,722,2261
"Nono",12003,18199,15187,15650,16655,13534,12574,15405,15954,18930
"Zmym3",432,700,594,506,453,582,889,569,366,724
"Ogt",14119,11351,13164,12112,12340,12727,13785,16200,9738,13965
"Cxcr3",4919,12790,17919,18943,13455,18434,15788,20638,21779,30536
"Pin4",998,886,1141,1370,1069,1094,1063,1064,1335,1674
"Rps4x",43976,56777,20594,17362,15553,20910,32354,48172,23472,27099
"Ercc6l",8,323,337,529,528,8,60,178,178,268
"Xist",5253,4767,3980,3289,3383,4615,4900,6544,3629,3487
"Mir421",8,1,4,0,0,0,0,0,6,5
"Rlim",4439,3180,2486,3685,3646,3087,3361,3024,2393,3038
"Pbdc1",2179,2425,2829,2675,3680,2951,1861,2503,3998,3689
"Magee1",598,180,282,770,750,176,480,474,690,543
"Magt1",4329,4396,3554,4488,5380,4414,4872,4953,6757,3539
"Cox7b",5758,3836,4931,5364,5151,5553,5284,7865,7569,7130
"Tlr13",1473,446,1405,744,595,2899,2745,981,1855,385
"Taf9b",1498,2404,2087,3504,4708,2578,2243,1860,3536,3462
"Pgk1",2899,4078,4942,4613,4965,3984,4552,5170,5566,6336
"P2ry10",2216,2743,1944,1664,2379,1916,1871,2349,1948,2576
"Gpr174",2367,2850,2674,3470,2441,3133,2630,3752,2174,2681
"Itm2a",1670,1166,970,1074,1210,1902,1182,1708,2490,2148
"2610002M06Rik",2272,1373,1350,1424,1354,1704,1826,1952,1616,1984
"Hmgn5",258,978,621,1151,1100,556,526,657,899,658
"Sh3bgrl",9810,6182,5684,8113,8370,10233,9370,6352,11768,6300
"Gm6377",2394,617,366,158,790,595,652,64,316,234
"Tspan6",106,212,196,136,242,88,299,74,174,392
"Xkrx",889,1627,1561,0,0,84,43,18,2,72
"Trmt2b",2163,1978,2406,1992,2124,1861,1269,1669,2854,2038
"Hnrnph2",4356,6376,7165,7061,6572,7280,6109,5044,7299,7513
"Btk",6349,3817,6504,594,984,2269,2574,812,1237,302
"Rpl36a",8458,8589,4459,3927,2655,5771,7178,10462,5543,6762
"Gla",384,240,232,565,422,440,550,362,1012,686
"Armcx3",240,267,351,403,220,316,474,136,184,425
"Armcx2",216,564,530,156,108,367,571,481,78,168
"Armcx5",250,543,595,164,241,286,567,317,712,523
"Arxes2",4,27,87,88,2,42,106,62,40,146
"Bex2",40,44,34,26,4,2,19,44,0,92
"Tceal8",224,124,58,102,116,264,266,40,70,54
"Bex3",984,1480,1671,1929,1819,1589,1642,1991,2974,2306
"Morf4l2",3353,3258,5156,4905,5637,5233,4291,3307,6767,4773
"Slc25a53",947,1978,2496,1786,3119,1781,1857,2911,2762,2192
"Tmsb15b1",24,48,87,91,83,90,99,91,186,152
"Zcchc18",1798,2130,4295,3195,2620,2688,2134,2806,3034,3734
"Prps1",1880,1548,3219,4708,4180,3435,2476,2986,4376,4843
"Tsc22d3",19375,20104,31977,18634,27844,14060,11169,18766,22062,34258
"Psmd10",2540,2952,3278,3535,3153,2910,3062,2894,4337,4606
"Nxt2",972,522,660,496,1036,1046,724,614,878,972
"Alas2",8416,19467,19241,14566,12143,160,322,500,120,459
"Maged2",533,142,190,342,349,780,377,523,1159,411
"Tsr2",1087,815,1044,999,776,1161,656,1079,1641,1341
"Phf8",3242,3182,2330,3865,4042,1950,2609,2422,1028,3358
"Mir3113",6,36,0,2,0,8,8,18,0,0
"Hsd17b10",2703,2948,3904,3167,3969,2586,2596,2455,4258,4225
"Kdm5c",3757,5571,1540,2060,1453,3298,3809,3998,859,1153
"Tspyl2",871,1797,618,679,372,850,1457,1262,528,654
"Mageh1",94,14,56,104,0,6,20,94,0,0
"Rragb",440,548,410,931,825,450,556,284,1075,597
"Ubqln2",584,562,360,322,200,444,632,614,338,174
