"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Cmtr2",394,936,910,1282,1031,1229,804,790,1320,1140
"Cog4",2421,2237,3364,3361,2301,2879,2661,2011,4400,3025
"Sf3b3",13595,13735,14761,12785,15327,12599,12638,14200,11975,18951
"Exosc6",2065,2414,2302,1780,1458,1844,1560,1910,1536,1392
"Aars",2822,3999,5575,4371,5178,4858,5269,3813,4569,6606
"Glg1",5913,9333,7163,6491,6898,7346,8748,5482,6787,4736
"Mlkl",352,486,373,521,307,1742,1335,1079,1508,1098
"Zfp1",1110,827,1015,577,648,738,684,1044,857,1355
"Kars",4802,8909,6268,7715,7034,6701,7486,8692,6742,8532
"Gabarapl2",4891,7048,7276,11260,12827,6485,5911,7549,9661,11585
"Terf2ip",1992,2369,2546,3349,3339,2114,1877,2032,2207,2302
"Adat1",566,708,588,531,822,315,442,186,972,721
"Nudt7",290,673,941,790,400,561,499,948,818,583
"Maf",1516,582,204,186,348,1504,1903,680,479,67
"Atmin",3195,3546,1819,1955,1916,3153,3700,2841,1154,1795
"Gcsh",462,979,1076,946,368,1266,1020,1181,1008,782
"Mphosph6",1038,710,810,1211,1346,749,930,1056,1572,1661
"Hsbp1",5239,5200,6509,5448,6402,6329,6335,4583,8154,7091
"Osgin1",373,161,902,202,296,1116,1214,394,832,521
"Taf1c",1205,1542,2374,1095,1560,1001,1342,821,1874,1839
"Hsdl1",6313,8251,9142,8031,5539,4482,5432,4498,5364,6547
"Klhl36",914,1116,1778,1304,1218,795,978,880,723,2043
"Cotl1",17899,17606,28433,16227,16247,24917,20124,20812,21270,21422
"6430548M08Rik",1414,1587,1880,624,746,4415,4191,1116,1756,864
"Zdhhc7",3660,3237,4587,4761,5754,4349,4161,2377,4231,5600
"Cox4i1",17835,19553,20057,16935,18191,18901,19671,19311,25929,26071
"Emc8",1465,1444,1992,1828,1632,1649,1891,1126,1848,1585
"Irf8",18332,15252,22586,3702,4770,9049,9133,3028,6200,2329
"Mthfsd",553,1265,1625,1048,1001,775,926,1195,999,1424
"Map1lc3b",12774,14612,17999,19181,21365,15127,13379,12045,21579,20542
"Fbxo31",2786,2296,2607,2247,2491,1834,2286,1849,1736,2312
"Klhdc4",1045,2288,2435,2085,2458,2733,2335,3277,3020,4349
"Mir7237",0,10,11,6,0,0,3,0,0,2
"Zc3h18",2447,3496,2392,2433,2628,2709,3560,2927,1462,2257
"Cyba",26094,28693,42532,33268,41064,41350,39992,29361,50512,47411
"Snai3",507,1962,2017,1911,2809,3045,1821,2142,2880,3799
"Mvd",539,898,1345,1227,1116,981,1028,826,834,1626
"Ctu2",2224,2097,3828,2246,2021,2013,1947,2275,2331,3528
"Rnf166",6983,10783,11099,14924,16892,9132,9405,9345,13401,14207
"Piezo1",1921,2657,1512,1875,1291,2826,2803,3119,1025,1429
"Aprt",3156,3927,4707,4663,3966,3653,4501,5019,5478,6059
"Cdt1",1258,3120,3532,3403,3593,1621,1758,2082,1817,3779
"Galns",919,798,1156,690,552,800,743,708,612,665
"Trappc2l",1357,2230,3142,2234,2193,2375,2089,1870,2761,2553
"2810013P06Rik",878,1277,1945,1525,1381,1214,1094,1131,1886,1214
"Rpl13",48257,59915,82524,54648,50509,54552,49280,66993,73807,86239
"Mir7079",0,7,5,8,3,13,8,7,0,13
"Cpne7",301,55,257,533,371,40,109,24,98,150
"Spata2l",635,982,780,461,554,481,736,703,965,735
"Zfp276",1328,2770,2151,1868,1748,1697,1330,1032,1729,1427
"Cdk10",886,1165,1083,539,852,1126,1029,613,1506,1823
"Vps9d1",1488,841,1506,818,1056,1096,944,902,613,1079
"Def8",678,1236,1218,1432,1134,1058,1260,1514,578,999
"Tcf25",10654,11396,14994,11779,11420,9096,9741,8794,11088,13484
"Afg3l1",1970,3967,2070,1905,2075,2398,2703,2564,2007,2355
"Rab4a",240,578,519,776,964,604,360,394,840,1023
"Ccsap",318,633,617,657,958,392,475,408,554,517
"Abcb10",1133,2618,1274,1483,832,487,420,249,388,525
"Nup133",742,1914,2850,1924,1948,1923,2061,1913,1350,1971
"Taf5l",3312,5674,4639,4296,4512,4066,4666,5096,3555,4873
"Urb2",1036,982,751,526,1081,748,703,967,804,618
"Cog2",3015,3209,3063,3074,4066,3025,2198,3764,2607,3169
"Arv1",178,247,431,479,484,527,485,585,895,671
"Ttc13",1956,4097,3329,4254,3873,2759,2984,3025,3412,3781
"Exoc8",1502,1245,1008,1174,458,766,1966,1600,886,788
"Sprtn",233,414,324,325,339,247,472,451,175,203
"2810004N23Rik",1736,2082,2089,1350,1501,1516,1690,1766,2063,2323
"Gnpat",4585,6659,7543,6404,6019,5094,4116,4271,5149,6139
"Tsnax",5463,8221,9586,11074,10393,6884,8586,8520,10394,12339
"Map10",0,72,258,44,276,386,206,274,616,414
"Ntpcr",708,780,733,590,682,1213,883,1089,1060,773
"Coa6",628,776,1097,1137,1093,1007,920,1036,1571,1505
"Irf2bp2",2756,1619,1100,1230,1233,1195,1630,1215,1226,1319
"Tomm20",3006,3969,3490,3382,3417,4072,3947,4060,5014,5271
"Rbm34",913,1789,2058,2555,2792,2140,1735,1636,3270,2676
"2610044O15Rik8",513,735,818,827,1487,803,1088,1114,706,954
"Gm32856",732,596,472,838,909,758,495,1081,1069,1557
"Shisa5",73237,106662,147488,111843,108376,117734,99453,122425,138927,201435
"S1pr2",544,1435,1275,3100,2690,1090,864,1454,3215,2100
"Fli1",6553,8550,10122,9171,8111,5835,5480,6238,6950,8670
"Atm",1879,2480,786,1189,1454,2367,2762,2125,877,1405
"Ppib",2504,3019,3698,2912,3781,3303,3026,3617,4451,4592
"Hacd3",4644,6551,5516,7637,6682,5744,6757,5950,8098,6726
"Myo9a",2800,1661,1279,729,1399,4212,6075,1912,1541,766
"Pias1",6972,7887,8253,7124,9027,6537,6150,6885,9747,8299
"Zfp280d",1366,2027,1653,2535,1760,1774,1877,1547,1508,1611
"Myo1e",5828,5825,6119,811,1344,814,1078,987,280,784
"Cyb5r4",5938,9878,8458,13085,12384,8363,7490,8435,12045,12162
"Copb2",6860,8218,8887,10295,9281,7815,7816,7374,9991,10841
"Ip6k1",6446,11505,9143,9464,8404,6714,8794,9044,6102,8763
"Dhx30",6670,8321,7021,5921,6419,4848,5551,6040,5912,5690
"Cwf19l2",833,1238,1198,1559,1269,1809,1987,2407,1586,2031
"Kbtbd3",587,564,401,886,689,604,603,797,1347,1338
"Birc3",8322,6621,10220,4538,4904,4095,3835,4220,5605,4324
"Mtmr2",2128,2815,3576,3045,2328,3697,3778,3644,3235,3753
"Mre11a",1187,1667,1368,1591,1901,1976,1094,1793,1821,1750
"Cep295",2038,1738,881,1028,1425,1305,1138,1241,874,1086
"Zfp26",1994,1929,1344,1331,1804,1733,1944,2143,860,1330
"Keap1",2411,5235,4952,4468,4390,4167,5408,4364,5364,6755
"Dnm2",13408,22862,21487,22323,20492,20281,19497,18132,27185,30227
"Smarca4",4777,9343,4512,5464,5220,5531,5942,5155,2413,4700
"Spc24",546,377,416,230,256,61,110,202,0,171
"Zfp810",707,774,1193,539,977,1156,466,633,1260,1060
"Thyn1",256,257,476,477,584,1112,1265,1215,2055,1850
"Zbtb44",3661,3412,1868,3148,2946,2800,3109,2509,1894,1851
"Aplp2",9123,7252,9470,10835,11930,10740,10780,5384,12484,8239
"Fam118b",1682,2438,2515,2050,2161,1561,1650,1878,3119,2769
"4930581F22Rik",454,396,371,568,368,197,424,642,681,210
"Dcps",2056,3601,4725,3893,4295,3191,3204,3894,3673,5777
"Siae",1897,1638,1997,1907,1636,1464,1479,831,2362,2631
"Sorl1",5048,9479,6125,4931,5987,5897,5628,5812,2344,4439
"Cbl",2761,2119,981,896,2151,1754,2103,1517,1323,480
"Hinfp",430,715,854,806,1178,575,494,654,696,573
"Ube4a",3006,2650,2218,2108,3806,2747,2551,2022,2106,2308
"Kmt2a",5901,5956,2714,2956,2547,2353,3189,3938,1565,2541
"Rnf214",1165,1423,967,971,749,1207,1506,1006,1087,894
"2900052N01Rik",622,188,130,84,75,134,309,76,200,16
"Usp28",1907,1013,1043,688,864,1022,680,925,630,471
"Ddx10",1391,3030,3380,3974,3960,2566,3427,3692,3696,4115
"Acat1",3643,4874,5642,6246,5511,5379,4638,4906,8206,7553
"Ube2q2",2310,3432,1117,1566,1048,2459,2593,3296,1826,1192
"Acsbg1",797,1474,1605,3060,2747,1657,1968,1844,2358,3163
"Pstpip1",3467,5415,6016,7030,6117,5231,4978,5431,5920,6727
"Hmg20a",2255,2586,3376,3513,2626,2919,2280,2806,2396,2544
"Ptpn9",1500,1390,1244,1214,1741,2424,2628,1200,833,1133
"Fam219b",1899,2246,1977,2375,2731,2728,2147,1782,1880,3009
"Nptn",6947,8525,8100,14492,16459,8535,8506,9311,14108,13377
"Arid3b",1155,3614,4579,4109,3191,1783,2080,2471,1388,2470
"Parp6",1588,2474,2010,2541,1422,1855,1719,1876,603,1089
"Smad3",2693,3343,2107,5552,5569,3141,4718,3714,2484,3380
"Map2k1",7507,8884,9888,7541,7214,6111,5931,5559,4408,7772
"Dennd4a",4898,5618,3573,5155,3992,4790,4332,4710,2570,3865
"Csnk1g1",2612,2174,1008,1852,2095,4720,4566,5036,2997,3146
"Usp3",5862,5912,4877,5709,5894,4151,4086,4588,5998,5216
"Rab8b",15084,18044,12796,26321,29691,19534,20823,17542,21013,22354
"Herc1",4728,6793,4822,3789,5236,5869,6323,7122,3523,4267
"Bnip2",6438,7533,7554,8290,9684,7924,7364,5360,8902,10335
"Anxa2",16061,10734,14611,19085,20923,18116,16662,14025,21393,21449
"Adam10",11336,11910,6951,10096,11901,6999,8788,8292,7096,8054
"Ccpg1",6861,6282,8037,10438,11804,8457,9109,7671,9899,12209
"Nedd4",4115,5205,2542,2598,3809,3059,3576,4760,2113,3702
"Rfx7",2762,4876,1915,1438,1364,2121,3642,4068,1333,2125
"Fam214a",2407,2378,2515,2007,1894,1045,1542,1509,1683,3450
"Lysmd2",572,1419,1424,2255,1898,1367,1349,1481,1977,2346
"Senp6",5370,5254,2210,3666,2396,3086,3237,4550,2808,2804
"Phip",7010,8817,8039,8859,6805,5440,6382,6416,6379,5594
"Ibtk",6809,4435,3973,3123,3107,3205,3049,3674,1822,2384
"Syncrip",4798,7948,4146,6255,5526,6218,5033,7876,5310,6255
"Nt5e",3073,3869,3644,7937,6581,5967,5308,7201,6535,7965
"Atp1b3",29215,35925,46936,100381,98254,44122,39660,47906,84870,88354
"Rasa2",3152,4109,2242,3522,2941,4048,3595,3877,2298,3542
"Pxylp1",1899,2387,2114,5993,6764,2248,2463,2817,5294,5912
"Armc8",2232,3199,4075,4492,3406,4138,3402,2916,4424,4364
"Nck1",3487,4733,3950,6342,6137,3862,3762,4968,5540,6421
"Anapc13",1599,1316,1656,1136,1145,1152,1543,1330,1353,1378
"Dnajc13",1961,3806,1735,2690,2390,4448,4183,3392,1137,1173
"Atp2c1",6571,5575,4139,7445,7505,5384,5618,3964,5055,5610
"Pik3r4",4491,3604,4750,3013,4139,1928,2706,2381,1794,2716
"Rpl29",16954,34016,15759,12814,11556,14383,17575,25313,17185,18382
"Rbm6",3160,6805,6359,8328,7746,5899,5983,5532,8244,5987
"Rbm5",15494,16935,14498,14399,15110,8787,10022,10399,11738,14724
"Qrich1",5928,7332,9149,9946,8461,7005,5728,7868,7274,9546
"Map4",7032,6672,6455,8925,8967,7397,7924,6805,4325,9288
"Nme6",415,767,792,471,414,457,679,535,1280,788
"Als2cl",1420,2122,1172,1460,704,1032,1013,855,593,1362
"Scap",2968,4719,3296,3411,2854,4947,5334,4579,2255,4142
"Glb1",2437,2892,4054,2276,2824,3341,2885,3173,4028,3501
"Tgfbr2",12483,17653,17588,15006,15649,14713,15494,14891,10437,15086
"Cx3cr1",2164,1408,4963,15549,25187,2089,1334,938,7757,8396
"Gorasp1",262,452,802,137,257,322,443,65,292,194
"Ano10",2146,2150,2920,1577,1713,4229,3620,2957,5091,6124
"Snrk",2637,4785,5582,5275,4895,3005,3440,2912,3092,4568
"1110059G10Rik",746,730,687,963,654,948,954,1394,1193,1011
"Zdhhc3",4717,4690,3775,5245,5696,4079,3988,4454,3799,5855
"Tcaim",437,691,634,578,947,468,558,402,684,732
"Ccr5",921,2208,2130,5897,5943,5033,3056,5011,7090,7129
"Alkbh8",879,1102,758,1119,1778,560,686,1104,570,1266
"Aasdhppt",2121,1840,1453,1909,2275,1479,1084,1889,1965,1698
"Msantd4",1581,1481,1431,1910,2701,2322,2237,1646,2961,1797
"Casp4",1016,535,862,577,200,1130,881,745,792,1113
"Casp1",3643,2364,3099,3313,3483,3868,3718,2885,6514,3966
"Dcun1d5",4513,5705,4692,5512,4627,4972,4586,5478,5309,5759
"Mmp8",2184,428,677,0,70,1371,2020,574,62,152
"Tmem123",33428,27552,23823,20168,20564,27202,23899,16844,19696,19438
"Birc2",4099,5067,5316,4456,3974,5463,5142,5114,5578,6586
"Ccdc82",2518,4788,3935,5353,5250,4859,3729,4320,4979,5800
"Jrkl",716,432,149,275,391,405,350,448,441,327
"Phxr4",130,72,202,230,70,88,98,79,200,15
"Cep57",3141,2371,3088,3350,2578,2188,2816,2922,2508,3630
"Fam76b",2646,2759,2565,2617,2641,2264,1777,2552,1899,2032
"Endod1",1381,2253,1920,3281,4150,1431,1352,1039,1730,2680
"Cwc15",4364,5814,4836,5927,5764,5334,4715,4818,6173,6898
"Ankrd49",896,1342,1123,1672,1707,1482,1551,1629,2039,1320
"Fut4",1463,59,381,158,124,531,457,283,169,133
"Izumo1r",1104,427,588,188,168,130,86,85,0,74
"Panx1",2458,4811,5901,6755,5740,3834,3913,4182,5388,5689
"Med17",1315,1891,3532,2658,2710,2241,3007,2404,2359,3234
"4931406C07Rik",234,335,273,194,205,1078,1120,555,1110,437
"Taf1d",1458,1474,1456,1846,991,1745,1593,2375,2139,1607
"Gm25500",6,18,6,6,3,3,11,11,15,6
"Chordc1",8303,8946,7311,11306,12653,6479,6427,9427,8500,9692
"Zfp317",2154,2552,2273,3118,2928,2722,2514,1889,1923,2654
"Zfp426",1376,2139,1257,1897,2295,1828,1289,1721,2523,1377
"Zfp266",2189,2533,1366,2267,2094,2994,2193,2249,1993,1798
"Fbxl12",2009,2374,2299,2122,1797,1521,1073,1313,1294,2136
"Ubl5",5001,4309,5535,5141,5176,5094,4855,4990,6576,6505
"Pin1",3275,4066,4673,3761,4131,3535,2899,3014,4890,5220
"Zfp846",495,711,698,707,852,625,551,689,490,527
"Eif3g",7277,12699,13322,11421,11174,9467,8593,10232,14330,14127
"Dnmt1",6061,6746,6467,8288,8495,4709,5605,5870,3068,8200
"Angptl6",0,159,166,162,233,87,165,45,236,197
"Ppan",1967,3173,4256,3475,2551,2750,2375,3469,2648,3181
"Icam1",8008,6609,11334,9904,11123,10966,11727,9575,15229,17603
"Icam4",209,285,129,274,104,23,18,18,0,0
"Raver1",986,1632,552,523,597,814,872,1126,451,606
"Mrpl4",4067,6200,7785,5732,7094,4639,4622,5251,6988,8018
"Cdc37",8192,11947,13721,12856,14446,10257,9900,10368,13752,14936
"Tyk2",4802,6275,7264,9375,10860,6216,6053,3878,4434,7973
"Atg4d",2405,3466,4103,5091,5900,2530,1883,2281,3907,4742
"Slc44a2",20292,27102,30256,29171,28354,28608,30458,27160,24519,40427
"S1pr5",2644,3733,9450,28523,37970,2259,2654,2117,9361,15878
"Cdkn2d",3156,6503,7217,7288,8228,4009,3554,4374,6225,6982
"Kri1",654,1293,1019,1491,1198,812,1107,1280,1207,1019
"Ilf3",3226,5536,3931,4036,4205,3197,3612,3855,3524,4349
"Qtrt1",922,1990,1659,1575,741,1336,1287,2006,2290,2321
"Yipf2",431,614,1186,893,458,723,830,623,972,997
"Mir199a-1",20,0,3,0,0,5,0,13,0,3
"Timm29",2856,2796,4829,4572,4110,3179,2716,3182,3082,3688
"AB124611",6877,8203,6319,4202,4880,6673,5925,2802,5895,4291
"Tmed1",358,628,747,475,496,294,412,257,555,365
"Ldlr",1375,202,974,120,180,564,494,103,122,82
"Tmem205",117,138,208,66,32,579,510,205,691,188
"Epor",847,563,1003,488,232,1088,1253,340,1008,236
"Prkcsh",2859,3399,4141,2994,3151,3315,3154,2894,3670,3478
"Rab3d",1462,1407,1468,1103,1837,1179,1413,1213,1502,1524
"Swsap1",265,535,988,907,1223,860,678,465,735,666
"Ecsit",1399,1984,2562,2091,2300,1998,1814,2194,2887,3122
"Acp5",12515,20015,24312,16882,20252,20874,20617,16480,23233,21805
"Elof1",2380,2406,2964,2349,3040,2429,2053,1821,3587,3236
"Pigyl",944,803,1073,697,889,918,884,897,1367,1234
"Zfp809",1522,1669,1695,1989,2186,1981,1961,2117,2181,3029
"Zfp599",2,295,352,762,488,535,217,254,258,214
"Rp9",3956,4360,5751,3433,3738,2500,2384,2761,4323,4400
"Herpud2",4131,5413,5684,6414,5934,6785,6285,6514,4626,6444
"Acad8",684,1151,1359,1313,1351,1858,1281,1728,1591,2217
"Ncapd3",1935,3630,2293,3155,3144,1792,2422,2625,1439,2030
"Vps26b",3666,4073,2726,6185,5728,5143,3970,3903,3486,5128
"Snx19",2606,3301,2529,2572,2358,2213,2352,2648,1503,2964
"St14",851,1544,1770,615,468,3205,1928,1361,2835,2771
"Nfrkb",2137,3379,1986,2322,2446,2586,2930,3504,1213,2969
"Ets1",58394,76824,55480,64247,78527,34115,38013,41731,35397,49203
"St3gal4",2081,3361,3315,6533,7213,4321,3943,4483,5989,7166
"Tirap",1366,1487,1289,708,1177,808,1171,519,1210,740
"Foxred1",1920,2159,3522,1623,2165,1975,2329,2031,3134,2179
"Srpr",7365,11221,12095,12667,13227,10838,10991,9468,12263,17245
"Rpusd4",2472,2115,3375,2719,2193,1661,2396,1908,2145,2286
"Hyls1",510,969,943,1206,665,326,382,408,1095,579
"Pus3",804,1447,1960,2458,2028,1626,1936,2783,2601,2115
"Stt3a",9270,12335,13485,17289,17224,15275,15003,13854,20748,20483
"Ei24",2611,3059,2881,4206,4504,12157,12306,11999,16969,16895
"Slc37a2",2790,1929,3290,992,1425,3394,4158,1577,2404,1423
"Nrgn",672,176,170,60,58,256,268,126,62,30
"Esam",238,135,284,200,200,626,699,94,828,46
"Tbrg1",7782,9777,9774,9680,8641,8206,9157,11054,13761,13198
"Olfr911-ps1",70,0,6,0,0,0,0,0,0,0
"Vwa5a",1489,1704,1392,492,596,2956,2099,1300,1146,1091
"Zfp202",876,447,359,199,448,344,396,498,130,228
"Hspa8",101747,124342,129945,135912,129379,102394,93562,116402,123213,151676
"Crtam",863,3891,3782,5229,4348,5774,3895,5666,7440,7700
"Sc5d",2480,1523,1656,1700,1374,1967,2179,1985,1812,2043
"Thy1",3101,5715,3133,3910,4520,3316,4447,7469,5874,4592
"Rnf26",1236,1197,1536,922,720,753,969,1175,1267,1365
"Nlrx1",815,275,780,794,481,596,656,449,638,262
"Ccdc84",742,719,1073,764,749,692,594,505,830,876
"C2cd2l",1421,1262,768,1328,1172,497,816,710,318,679
"Slc37a4",2636,2310,2116,1818,2650,1269,1725,1202,1664,1663
"Hyou1",803,1952,1668,1495,1504,2120,1820,2920,216,1614
"Trappc4",3684,4458,4968,4858,6339,3815,3334,3560,6144,5656
"Vps11",2808,5556,5912,5063,5278,4790,3842,3932,4911,5769
"Rps25",32029,28526,23497,17804,17642,19557,26430,32347,27985,29579
"Hmbs",2294,5549,5697,4261,3651,2311,1965,2284,2980,2429
"Dpagt1",1310,1549,1402,1188,1647,2088,1494,1296,2492,1614
"Cxcr5",7682,7514,14997,1079,626,133,473,457,24,125
"Bcl9l",918,1140,305,341,241,449,741,798,231,259
"Ddx6",1934,2038,1908,2593,1937,1279,1912,2179,1484,2424
"Ift46",532,852,927,1238,1240,956,888,1324,1887,1460
"Arcn1",11847,13202,12646,18269,16268,14995,12576,13430,18228,21122
"Atp5l",2354,2383,3039,2628,2764,2498,2486,2472,3295,3263
"Cd3d",10875,24369,23777,30329,28394,24746,24690,34824,35618,45068
"Mpzl3",149,278,386,717,368,268,382,117,373,525
"Cd3e",8975,18683,10770,17560,18282,18212,19693,27180,11525,17926
"Cd3g",14184,22036,25611,46296,47324,27446,22064,32509,44923,56003
"Il10ra",9604,8469,13712,12131,12080,9736,7954,7698,9226,14754
"Mir7086",0,5,4,4,2,0,0,0,0,0
"Bace1",914,1040,370,360,327,669,1028,545,373,384
"Pcsk7",2948,2881,2601,3839,3518,2612,1883,2142,2292,3439
"Mir7087",5,2,2,0,0,0,6,4,0,0
"Tagln",0,257,68,228,150,187,165,221,38,69
"Sidt2",8497,13471,12712,10645,9452,9562,11853,10803,6555,10309
"Pafah1b2",6309,5570,4190,7315,7206,6995,7073,6743,9170,9038
"Bud13",1287,1465,1499,1901,1546,1575,901,1173,1245,1941
"Zpr1",4015,5578,7231,5548,6232,4450,4448,4618,5658,7101
"Nxpe2",718,1225,659,614,126,41,10,93,0,0
"Gm5617",516,338,496,183,270,348,378,220,666,371
"Rexo2",5415,5606,4789,4689,4843,6179,5636,5922,7010,6715
"Rbm7",7095,6371,6313,8425,7771,9837,8846,7465,12151,8747
"Zw10",2650,3421,2538,4160,3949,2473,2000,3063,2104,4690
"Il18",3415,1247,1887,1228,1682,6015,5356,1916,5044,1791
"Pts",2299,3004,3422,2985,3147,2629,2828,2254,4222,2641
"Bco2",345,336,496,123,146,641,560,344,495,206
"Dlat",3264,2872,2798,3043,2252,3046,3218,3054,2984,3347
"Timm8b",1469,1113,1440,1374,1275,1129,1263,1148,1657,1415
"Sdhd",7061,6664,10231,8332,10187,8910,9054,6285,13130,10733
"1110032A03Rik",481,273,531,327,386,509,559,590,635,436
"Fdxacb1",544,757,845,487,440,498,604,625,865,580
"Alg9",1025,1160,1349,2093,1548,1318,1194,1032,819,1379
"Ppp2r1b",4763,5151,6073,6764,7412,5334,5359,6196,6399,6396
"Pou2af1",7057,6041,7229,752,647,640,597,555,842,110
"Fdx1",644,845,962,1134,1056,1124,750,1028,1477,1228
"Rdx",4787,8193,4969,8450,6759,7297,7119,6206,6622,7105
"Npat",1159,1424,1023,1902,1768,1564,1480,1212,765,1876
"Cul5",3399,3128,1970,2893,1496,3195,2883,3144,3005,2534
"Rab39",574,633,446,171,64,368,588,54,542,0
"Slc35f2",238,589,684,1309,787,754,828,1471,520,690
"Idh3a",4495,6333,4982,6305,8819,4971,5255,5247,7010,8323
"Dnaja4",1967,3755,1488,3904,3783,1948,2176,2376,2064,3441
"Wdr61",2153,3584,4288,4836,4887,4253,3353,4309,6137,5352
"Ireb2",1403,1798,911,1128,1970,1707,1740,1696,731,1070
"Psma4",4342,4745,5679,6719,5736,5949,5523,6882,7874,7944
"Fbxo22",4130,3770,3859,4104,4780,2643,2758,3473,4532,3826
"Etfa",4301,5020,5047,7404,6914,6011,7067,6174,8860,7181
"Rcn2",2503,2680,3253,4191,3513,2591,2536,2936,2997,3669
"Tspan3",4813,3968,3756,3479,3623,7140,7339,3894,6328,4238
"Snx33",617,581,670,806,683,343,552,530,760,788
"Imp3",1650,2092,2380,2005,1938,2136,2060,2201,2270,2888
"Snupn",1384,1185,1688,1959,1555,1775,1243,1199,1851,1972
"Sin3a",3445,2927,2684,2435,2786,1753,2225,2199,1922,1970
"Man2c1",1678,2677,1601,1815,1953,1798,1998,1751,941,2165
"Neil1",877,869,1439,839,737,613,600,562,841,1100
"Commd4",5299,6094,7354,5257,5958,5142,5362,4698,6824,7089
"1700017B05Rik",1967,1851,2777,1257,1403,1617,1049,1037,1580,1572
"Cox5a",8303,6596,8546,8228,8852,12229,12657,10569,13760,11527
"Ppcdc",4467,4346,5834,2580,1915,2960,3723,3492,4270,3385
"Scamp5",296,188,417,202,228,1108,1798,204,883,408
"Mpi",981,747,943,814,620,794,1165,715,1996,1043
"Csk",7520,10269,10377,5649,4655,4173,4685,5649,4096,5128
"Ulk3",1376,3845,4638,3047,3214,2398,2446,2613,2968,2630
"Scamp2",4268,6280,8289,4836,6658,6274,6243,4210,6326,6047
"Clk3",5930,7123,8113,7252,6794,5206,5702,5769,6964,9597
"Edc3",2356,3777,4225,3131,3777,2716,2786,4263,4122,4229
"Ubl7",2517,3996,3092,2820,2992,3082,2834,2621,2931,3655
"Pml",5388,10244,8163,3653,3788,6622,6897,7442,4321,8392
"Stoml1",2242,1600,2637,1203,1368,1614,1409,873,1424,1129
"Mir6385",101,139,80,17,8,36,108,74,15,39
"Adpgk",2415,1800,3203,1816,2506,3567,3452,2687,2825,2918
"Bbs4",265,467,460,527,1853,299,862,425,747,1278
"Arih1",2552,2820,1272,1959,2012,1698,4107,3933,1379,1876
"Hexa",11201,7841,12777,6571,8238,15773,15443,7634,14063,7201
"Pkm",28607,32693,40888,32465,38845,35458,34138,29220,36682,47238
"Tle3",1440,3088,1136,1108,1034,2162,2538,2491,506,1004
"Rplp1",29264,55580,21713,14895,13942,17210,22626,29370,20002,21914
"Kif23",1839,462,735,464,748,327,461,304,97,54
"Mir5133",0,3,13,3,15,13,5,0,11,9
"Fem1b",1885,2747,2077,1795,1839,2557,2509,1458,1762,1837
"Cln6",357,369,342,419,458,441,685,669,452,206
"2300009A05Rik",871,862,1159,1271,976,1056,1117,998,1338,1331
"Aagab",3921,4577,5210,3992,5439,6178,5555,3156,5705,5304
"Snapc5",2485,2144,2360,2914,2960,2360,2180,2434,3586,3625
"Rpl4",66905,111346,80714,65192,61465,63716,63467,88467,76972,90036
"Snord16a",37,12,2,46,10,20,26,29,0,23
"Dis3l",1747,994,2101,1684,3257,1466,1633,1238,1978,2278
"Uchl4",197,163,93,12,184,40,103,147,40,30
"Tipin",2282,1730,2077,2411,1999,3024,2973,3369,3557,3132
"Rab11a",4598,4695,5380,7149,6059,6359,6308,5160,8101,6672
"Dpp8",5083,6071,3561,5075,3993,6148,5830,4441,3173,4021
"Parp16",922,1015,649,1151,1340,775,574,321,765,1122
"Pdcd7",733,1840,517,408,608,477,965,1054,596,383
"Clpx",3179,4683,3507,4239,4296,3140,3156,2818,3228,3789
"Spg21",5296,6521,7632,8037,8518,7086,5568,4668,10585,10131
"Mtfmt",830,1329,1090,1046,1308,946,1275,1287,1558,1554
"Plekho2",6384,5754,8672,6756,8954,7600,6243,3375,6984,6031
"Pif1",441,95,48,130,71,0,0,48,0,0
"Oaz2",2304,1700,2792,2720,2204,1727,2062,1280,2688,3235
"Trip4",3107,3460,3279,4491,5822,3565,3230,3466,4556,4959
"Snx1",6291,7503,9943,9448,8425,7855,7083,6343,8598,9186
"Snx22",678,514,486,58,341,94,111,21,82,14
"Fbxl22",615,227,74,193,298,62,336,62,64,139
"Aph1b",1290,407,313,298,75,825,1071,236,539,39
"Aph1c",469,248,310,140,174,920,555,326,276,47
"Lactb",1126,1756,2228,1852,1320,1610,1307,1308,1092,1975
"Rps27l",4193,3143,4521,4770,5110,13823,12246,13434,21040,18496
"Tpm1",2118,2297,3090,2754,2552,1766,2087,1925,2251,2592
"Ice2",622,1076,1244,1478,782,1640,926,1398,791,918
"Gtf2a2",3096,2898,2949,2458,2624,2921,2555,3415,3570,3523
"Rnf111",4318,4530,2354,2326,2184,2733,2806,3701,1425,2034
"Ccnb2",1280,1137,756,643,652,190,138,309,100,0
"Sltm",2905,4108,4027,3660,3565,3320,3474,4160,4096,3358
"Aqp9",626,1176,975,2200,2471,1263,1255,980,1615,2792
"Polr2m",12275,14897,17090,17018,16166,11823,10654,13566,17468,18395
"Mns1",375,370,454,762,521,486,153,326,408,473
"Ccpg1os",52,109,137,220,295,233,136,180,323,169
"Rsl24d1",2444,3582,2782,3041,2764,2964,2778,2592,3777,3509
"Rab27a",914,1154,827,1698,2279,1200,1979,1767,1401,1602
